"msg_code","vendor_msg_class","vendor_text_msg","vendor_text_msg_description","vendor_severity"
"31206","Audit-Flow","Encountered error while recording the audit record for failover mode","Encountered error while recording the audit record for failover mode.","Error"
"31207","Audit-Flow","Encountered error while recording the audit record for session timeout","Encountered error while recording the audit record for session timeout.","Error"
"31500","Startup-Shutdown","Started Management","Started Management.","Info"
"31501","Startup-Shutdown","Stopped Management","Stopped Management.","Info"
"31502","Startup-Shutdown","Started Runtime","Started Runtime.","Info"
"31503","Startup-Shutdown","Stopped Runtime","Stopped Runtime.","Info"
"31504","Startup-Shutdown","The cryptographic module could not initialize","The cryptographic module could not initialize.","Fatal"
"32000","Logging","Started logging component","Started logging component.","Info"
"32001","Logging","Shut down logging component","Shut down logging component.","Info"
"32002","Logging","Using startup default configuration","Using startup default configuration.","Debug"
"32005","Logging","Could not log message to logger","Could not log message to logger.","Warn"
"32006","Logging","Could not log to critical logger","Could not log to critical logger.","Warn"
"32008","Logging","Logging component now ready to receive configuration changes","Logging successfully subscribed to receive logging configuration changes.","Debug"
"32012","Logging","Could not write to local storage file","Could not write to local storage file.","Error"
"32013","Logging","Could not create a local storage file","Could not create a local storage file.","Error"
"32014","Logging","Could not delete a local storage CSV file","Could not delete a local storage CSV file.","Error"
"32015","Logging","Local storage file deleted","Local storage file deleted.","Debug"
"32016","Logging","System reached low disk space limit","System reached low disk space limit. Change local storage cleanup settings to free space.","Fatal"
"32017","Logging","Could not to open a UDP socket","Could not to open a UDP socket.","Fatal"
"32018","Logging","Could not send data on socket","Could not send data on socket.","Warn"
"32025","Logging","Rolled over local storage file","Rolled over local storage file.","Debug"
"32026","Logging","Could not roll over local storage file","Could not roll over local storage file.","Error"
"32500","Local-DB","General database error","General database error","Error"
"32600","Message-Bus","Connected message bus","Connected message bus.","Info"
"32601","Message-Bus","Could not start message bus","Could not start message bus.","Error"
"32602","Message-Bus","Retrying message bus connection","Retrying message bus connection.","Info"
"32603","Message-Bus","Dropped connection. Reconnecting","Dropped connection. Reconnecting.","Error"
"32604","Message-Bus","Unknown bus error","Unknown bus error.","Error"
